dataset,method,file_name,touch_prob,gt,pred,error
d3,B1_components,WIN_20240129_10_26_17_Pro_jpg.rf.3b9fabd4ea8083e4d399bff8e893523c.jpg,,14,17,3
d3,B1_components,WIN_20240129_18_03_41_Pro_jpg.rf.3894c9c2e6d675e116aa535f7d9a2752.jpg,,14,17,3
d3,B1_components,WIN_20240126_14_06_12_Pro_jpg.rf.3dcaf4ca5c49029d60546dbca1ace8d2.jpg,,15,22,7
d3,B1_components,WIN_20240126_13_59_41_Pro_jpg.rf.3c9ec2a569323261fee68424fdf09743.jpg,,13,16,3
d3,B1_components,WIN_20240130_16_31_45_Pro_jpg.rf.3f155ea858ca875d4d59ba1f96df4e8a.jpg,,14,15,1
d3,B1_components,WIN_20240201_15_01_45_Pro_jpg.rf.3d8925aaf6af6f9cd7fc4907f09d53f8.jpg,,14,18,4
d3,B1_components,WIN_20240202_12_34_24_Pro_jpg.rf.3ce65ab8c920f72a5abd4b332b4fab38.jpg,,17,19,2
d3,B1_components,WIN_20240129_10_56_33_Pro_jpg.rf.3acdb36964ea5ec05a4ddf365641bb95.jpg,,12,15,3
d3,B1_components,WIN_20240202_13_38_13_Pro_jpg.rf.3ddae99e53547d55998ec48f9d268ffb.jpg,,13,13,0
d3,B1_components,WIN_20240126_11_32_47_Pro_jpg.rf.3d2b5a0cf18226d4550a0cd59668b085.jpg,,10,11,1
d3,B1_components,WIN_20240129_18_23_58_Pro_jpg.rf.3b51f84f2bff1744a4a68523a568d149.jpg,,15,19,4
d3,B1_components,WIN_20240129_11_27_22_Pro_jpg.rf.40044b626623619c5485a62859d2fc1b.jpg,,12,13,1
d3,B1_components,WIN_20240130_15_36_53_Pro_jpg.rf.3c19c0706d781e87edf60b0001f1d8c6.jpg,,17,23,6
d3,B1_components,WIN_20240202_11_52_17_Pro_jpg.rf.3af79db71efcde11e8f4ffd817ff132b.jpg,,12,21,9
d3,B1_components,WIN_20240129_16_49_55_Pro_jpg.rf.3f3740c23bc31757d8250773e7413a30.jpg,,18,23,5
d3,B1_components,WIN_20240129_18_13_15_Pro_jpg.rf.3f0f82b73f3d4cc0399c25dd1564741b.jpg,,15,19,4
d3,B1_components,WIN_20240126_14_27_23_Pro_jpg.rf.3c75ae12f3f31e8efe6b6da4fa6283b3.jpg,,13,17,4
d3,B1_components,WIN_20240131_11_02_04_Pro_jpg.rf.39ae1f5b7e9e9dce13c81c40918e1fb9.jpg,,14,15,1
d3,B1_components,WIN_20240126_11_23_03_Pro_jpg.rf.411e01d1929ceff84d47a9344ffdbee8.jpg,,10,11,1
d3,B1_components,WIN_20240130_16_24_52_Pro_jpg.rf.41102f04a2532387760bf5ea7e665c21.jpg,,13,15,2
d3,B1_components,WIN_20240129_18_34_48_Pro_jpg.rf.414bba05ba6eff8632390f78d22f9af3.jpg,,16,21,5
d3,B1_components,WIN_20240130_15_55_38_Pro_jpg.rf.4005cc3c25b63fd05a8c610203ce6989.jpg,,13,18,5
d3,B1_components,WIN_20240131_11_25_54_Pro_jpg.rf.4208c18c5fe49badca52992e404d2f34.jpg,,11,16,5
d3,B1_components,WIN_20240127_13_59_22_Pro_jpg.rf.406c35748e046494864bcb6650d904a5.jpg,,16,18,2
d3,B1_components,WIN_20240126_11_33_55_Pro_jpg.rf.42501a57e81e1485e2db74fd0890aa57.jpg,,10,14,4
d3,B1_components,WIN_20240129_10_55_03_Pro_jpg.rf.414f65d02dbcd8282a12a9e1d6c6e5bb.jpg,,16,21,5
d3,B1_components,WIN_20240129_10_58_32_Pro_jpg.rf.436eaca96d44db6eef73c65b04fca909.jpg,,17,19,2
d3,B1_components,WIN_20240129_16_45_02_Pro_jpg.rf.42da2af13efb43a6eb772245693bf32a.jpg,,15,20,5
d3,B1_components,WIN_20240126_11_30_29_Pro_jpg.rf.437d565c6a390b9d773c66efdd766623.jpg,,14,18,4
d3,B1_components,WIN_20240201_15_05_15_Pro_jpg.rf.41bd2eaa3ead195b0270c969c23e995c.jpg,,19,24,5
d3,B1_components,WIN_20240129_11_24_02_Pro_jpg.rf.43ba822244f4d9ea56d60702bfa2e3b9.jpg,,16,20,4
d3,B1_components,WIN_20240202_12_17_22_Pro_jpg.rf.4058c86f6c3911a3194f86b50312d3ba.jpg,,15,17,2
d3,B1_components,WIN_20240126_11_31_40_Pro_jpg.rf.43a501fdb37eb9643b56b017d3b41784.jpg,,12,18,6
d3,B1_components,WIN_20240202_12_59_12_Pro_jpg.rf.42224ee8e44e17bb355e0c85c022032f.jpg,,13,15,2
d3,B1_components,WIN_20240202_13_11_37_Pro_jpg.rf.42e2ec994f840a7481f4d1ab5c741234.jpg,,18,21,3
d3,B1_components,WIN_20240201_15_04_14_Pro_jpg.rf.44456d6b2689d4e5629e5e64c526649e.jpg,,13,16,3
d3,B1_components,WIN_20240129_10_14_26_Pro_jpg.rf.445877753176976e192ae7593c0f2978.jpg,,17,19,2
d3,B1_components,WIN_20240126_14_48_19_Pro_jpg.rf.4a2a24b179a3f8d05cf8e2f96fb904e4.jpg,,15,16,1
d3,B1_components,WIN_20240129_10_43_46_Pro_jpg.rf.445fd45d94dcb48b99028539fc7a2c10.jpg,,13,16,3
d3,B1_components,WIN_20240130_16_12_40_Pro_jpg.rf.4705e142e81fd0256821bd0c3f919f81.jpg,,15,19,4
d3,B1_components,WIN_20240130_16_57_04_Pro_jpg.rf.474e1cd060928c159591aa731c218bd8.jpg,,13,17,4
d3,B1_components,WIN_20240126_11_21_14_Pro_jpg.rf.44f0d226131bf87e2447b614e785850a.jpg,,10,12,2
d3,B1_components,WIN_20240202_11_55_32_Pro_jpg.rf.47e256590609a764b0433ec29b5356ce.jpg,,12,18,6
d3,B1_components,WIN_20240129_11_32_42_Pro_jpg.rf.464f13ad7c1bfa2f54662d16573a9500.jpg,,17,17,0
d3,B1_components,WIN_20240126_11_36_23_Pro_jpg.rf.417a61c3e3c32a8e510594b69d238aa1.jpg,,10,14,4
d3,B1_components,WIN_20240202_12_26_46_Pro_jpg.rf.4c2f215f4cedf5cb16ed898296d7797a.jpg,,15,17,2
d3,B1_components,WIN_20240202_14_03_55_Pro_jpg.rf.4a6d6dcfde76473af82d30656056aba3.jpg,,15,17,2
d3,B1_components,WIN_20240126_11_47_28_Pro_jpg.rf.4ac510e402753739715241a9b9c9e4a7.jpg,,14,16,2
d3,B1_components,WIN_20240126_14_42_39_Pro_jpg.rf.4c1708d1f6e3d1583d0e2d5b0c884953.jpg,,15,16,1
d3,B1_components,WIN_20240202_11_50_07_Pro_jpg.rf.4d1539522adc939fb51793c68b6a22eb.jpg,,14,18,4
d3,B1_components,WIN_20240126_11_51_20_Pro_jpg.rf.4a15e040f4dc58d57016a7f2e92dd43f.jpg,,12,14,2
d3,B1_components,WIN_20240126_11_41_24_Pro_jpg.rf.4df07d2d2285435927cdbbd86aeaa685.jpg,,15,17,2
d3,B1_components,WIN_20240126_14_06_43_Pro_jpg.rf.4d05ee8c0e2792c3cc63ff2477f15b1a.jpg,,15,20,5
d3,B1_components,WIN_20240130_16_52_15_Pro_jpg.rf.4d19f3a3f79beb51e814ab26810e970d.jpg,,14,18,4
d3,B1_components,WIN_20240130_16_56_01_Pro_jpg.rf.4713f051c723fbecd5080321c6fea461.jpg,,13,15,2
d3,B1_components,WIN_20240202_12_08_16_Pro_jpg.rf.4e6bb42821972d8908809c0610d56ae6.jpg,,12,14,2
d3,B1_components,WIN_20240129_11_09_19_Pro_jpg.rf.4ebee8e368f2fb94facb1364d7fe932c.jpg,,15,16,1
d3,B1_components,WIN_20240130_16_41_56_Pro_jpg.rf.4e2e453f78b7f07f28f12fdbb29d506d.jpg,,13,19,6
d3,B1_components,WIN_20240202_13_17_39_Pro_jpg.rf.4ef730e0b4cadc2a985c675a34c03120.jpg,,14,19,5
d3,B1_components,WIN_20240130_16_53_09_Pro_jpg.rf.4ea4b3e211842c099bac687fff89cf71.jpg,,12,13,1
d3,B1_components,WIN_20240202_13_20_40_Pro_jpg.rf.4810f1128dc2bb8fc9d311b9512969b5.jpg,,18,20,2
d3,B1_components,WIN_20240129_10_49_13_Pro_jpg.rf.527020603388449407e49fa9891aefc7.jpg,,16,23,7
d3,B1_components,WIN_20240129_11_16_48_Pro_jpg.rf.52cef322e1febe699db508a4bfbaf660.jpg,,14,17,3
d3,B1_components,WIN_20240129_11_35_15_Pro_jpg.rf.50d029b57aafc92af6d5e2217bbbdeec.jpg,,17,18,1
d3,B1_components,WIN_20240129_17_51_30_Pro_jpg.rf.521bcf8157807ee0ab9603afce51fd30.jpg,,18,23,5
d3,B1_components,WIN_20240202_13_59_27_Pro_jpg.rf.53039310194e95821491c246fc5c923f.jpg,,14,14,0
d3,B1_components,WIN_20240129_18_06_43_Pro_jpg.rf.4ee9fe246fa41ba10fb8ed954bffa405.jpg,,15,19,4
d3,B1_components,WIN_20240126_11_33_13_Pro_jpg.rf.52062c50934c7e419f915c18108f2d04.jpg,,11,15,4
d3,B1_components,WIN_20240202_12_57_18_Pro_jpg.rf.5277a3c2228851bb6d024af37b611098.jpg,,14,17,3
d3,B1_components,WIN_20240202_12_22_37_Pro_jpg.rf.54e105a0580f61ae6ce979433208aaf5.jpg,,17,19,2
d3,B1_components,WIN_20240130_16_08_17_Pro_jpg.rf.5360a38a65150926f5abd85d2fc8555f.jpg,,15,21,6
d3,B1_components,WIN_20240129_11_20_17_Pro_jpg.rf.55a1347e40b51726b491e8be7c8c1b72.jpg,,16,15,-1
d3,B1_components,WIN_20240129_10_34_22_Pro_jpg.rf.57dfe8be3efa6f226116424bc7603e60.jpg,,14,20,6
d3,B1_components,WIN_20240129_16_55_01_Pro_jpg.rf.53baeabdb09705569e7d942722d5964c.jpg,,17,22,5
d3,B1_components,WIN_20240130_16_54_32_Pro_jpg.rf.55509111c1bd90cbea3a725ac77e7af7.jpg,,14,13,-1
d3,B1_components,WIN_20240129_17_53_55_Pro_jpg.rf.5962868a84df0f507203f1162fa86d6d.jpg,,13,18,5
d3,B1_components,WIN_20240130_16_18_39_Pro_jpg.rf.5433fd811deecabb18029f952e058acb.jpg,,15,17,2
d3,B1_components,WIN_20240126_14_04_22_Pro_jpg.rf.585709c2251dae8d4119de171206f56a.jpg,,13,5,-8
d3,B1_components,WIN_20240202_13_40_27_Pro_jpg.rf.589ff581d9d41e690b95c4cbc520fc05.jpg,,16,18,2
d3,B1_components,WIN_20240126_14_13_58_Pro_jpg.rf.5499ea7e37bba31056d0d45c796b4bbd.jpg,,17,18,1
d3,B1_components,WIN_20240129_18_32_21_Pro_jpg.rf.58adcf0d6803b9c57020089717df5198.jpg,,19,25,6
d3,B1_components,WIN_20240129_16_52_29_Pro_jpg.rf.521391635b21813a6def6492cd707376.jpg,,11,13,2
d3,B1_components,WIN_20240129_11_30_36_Pro_jpg.rf.58ea1ada47ffb929c2683016d7641133.jpg,,17,18,1
d3,B1_components,WIN_20240131_11_17_06_Pro_jpg.rf.5a72f504c334907e8ccc834669ce65ac.jpg,,12,14,2
d3,B1_components,WIN_20240130_15_52_32_Pro_jpg.rf.5b665f9bb0f140e21118f2f3de8d8c7d.jpg,,16,20,4
d3,B1_components,WIN_20240131_10_55_02_Pro_jpg.rf.5d1419ff4697e04a70f11cd8b5bc3a6e.jpg,,15,17,2
d3,B1_components,WIN_20240202_13_13_44_Pro_jpg.rf.5b669f75c45b247f5797519b2c4ab4a9.jpg,,15,19,4
d3,B1_components,WIN_20240129_10_28_59_Pro_jpg.rf.5c4fcfb79c80ab3b03d9a5e4ed704d5a.jpg,,16,21,5
d3,B1_components,WIN_20240127_14_01_48_Pro_jpg.rf.60fd37839aeb3b5ce4687b2d51ff079b.jpg,,15,18,3
d3,B1_components,WIN_20240129_11_06_55_Pro_jpg.rf.5e5fec26b4865629574c79a84b855a76.jpg,,15,15,0
d3,B1_components,WIN_20240129_11_32_12_Pro_jpg.rf.60331de47e1bcee3c395cf07b4c8e2ea.jpg,,15,20,5
d3,B1_components,WIN_20240202_11_50_55_Pro_jpg.rf.61d277d7784ab604d0dd1385a24b2ba1.jpg,,13,14,1
d3,B1_components,WIN_20240131_11_14_25_Pro_jpg.rf.606037e07bc301e2a139f85b6cda01c8.jpg,,12,12,0
d3,B1_components,WIN_20240130_16_28_31_Pro_jpg.rf.5ee74c7495a3cb3cad96fff51585c3bf.jpg,,13,19,6
d3,B1_components,WIN_20240129_17_03_10_Pro_jpg.rf.62dbc3d49354b1e820b88eeac587e0a8.jpg,,15,21,6
d3,B1_components,WIN_20240129_11_04_36_Pro_jpg.rf.62b1803fb9dfcf9083fda6c7170f362c.jpg,,14,18,4
d3,B1_components,WIN_20240131_10_58_14_Pro_jpg.rf.62c94ec75c97d7def9a726cce0d50ae9.jpg,,14,20,6
d3,B1_components,WIN_20240129_10_23_17_Pro_jpg.rf.61b0a7a6a091aed9dbbcf893f41a4632.jpg,,13,13,0
d3,B1_components,WIN_20240129_17_04_48_Pro_jpg.rf.58dbd04b46d16fb5f81a5a1d0dd94808.jpg,,18,17,-1
d3,B1_components,WIN_20240126_14_35_05_Pro_jpg.rf.6057971e8d5bdbb710b627482b7d19a8.jpg,,15,19,4
d3,B1_components,WIN_20240129_11_39_16_Pro_jpg.rf.62c64a7ecebd450b6e10df421e783fd6.jpg,,16,20,4
d3,B1_components,WIN_20240129_11_29_58_Pro_jpg.rf.631e6d8c8c73fd97f8566f049c40e55b.jpg,,15,6,-9
d3,B1_components,WIN_20240129_17_03_57_Pro_jpg.rf.6201a15314182ba92ffee4192b80ec3a.jpg,,16,19,3
d3,B1_components,WIN_20240129_11_37_16_Pro_jpg.rf.63cb7f316886473e333339c72b2e8c7b.jpg,,15,17,2
d3,B1_components,WIN_20240202_12_43_17_Pro_jpg.rf.615a1b21d6e0e5526bd7ee139e064c1c.jpg,,13,14,1
d3,B1_components,WIN_20240202_13_46_11_Pro_jpg.rf.62dc1b606d74f1574842a063cb2cfb0d.jpg,,18,19,1
d3,B1_components,WIN_20240202_12_08_51_Pro_jpg.rf.6616a0dc11f1d7badde5c154bc60393f.jpg,,15,15,0
d3,B1_components,WIN_20240131_11_23_09_Pro_jpg.rf.66ebc2ced1666ac8636e31b69a5ac10d.jpg,,10,17,7
d3,B1_components,WIN_20240129_16_49_22_Pro_jpg.rf.661c9233969276f4776b52744720cd28.jpg,,14,16,2
d3,B1_components,WIN_20240129_11_27_53_Pro_jpg.rf.697e118c8d6f7c1afa24efa9ce41cd23.jpg,,15,18,3
d3,B1_components,WIN_20240131_11_28_43_Pro_jpg.rf.698bdd28eb50efd660f998a5ce781ff3.jpg,,11,15,4
d3,B1_components,WIN_20240126_12_03_33_Pro_jpg.rf.6b0b6eee0b6563aa6e2ae89cd1527148.jpg,,12,13,1
d3,B1_components,WIN_20240130_15_47_44_Pro_jpg.rf.62e9617f63069b6d0c57d3aa830c73a8.jpg,,18,23,5
d3,B1_components,WIN_20240129_11_20_41_Pro_jpg.rf.695091c30f847406645d0be0867e86e1.jpg,,15,18,3
d3,B1_components,WIN_20240131_10_59_21_Pro_jpg.rf.6890229c592d8cec631fa34143a91870.jpg,,14,18,4
d3,B1_components,WIN_20240130_16_04_10_Pro_jpg.rf.64f3d7463da18ea62393fc53e725bf6f.jpg,,14,19,5
d3,B1_components,WIN_20240126_14_47_35_Pro_jpg.rf.683819ad6af2c7d24bf59aeb7f728846.jpg,,14,16,2
d3,B1_components,WIN_20240129_11_26_09_Pro_jpg.rf.6a9c3019af2c127f41ce7f6520f9aead.jpg,,15,15,0
d3,B1_components,WIN_20240131_11_15_29_Pro_jpg.rf.6d25728137c891405f31a7c703988f45.jpg,,13,14,1
d3,B1_components,WIN_20240129_10_46_56_Pro_jpg.rf.69baac9c2a52b246f58fffe009fb9698.jpg,,15,20,5
d3,B1_components,WIN_20240129_11_17_45_Pro_jpg.rf.69834591e170e362770518b0114dd78d.jpg,,13,19,6
d3,B1_components,WIN_20240130_15_35_36_Pro_jpg.rf.6d2d1ddd3c52f5caa970aed95ed9acbe.jpg,,19,22,3
d3,B1_components,WIN_20240202_13_13_07_Pro_jpg.rf.6d27de4aedc8495a7286315a5238b58a.jpg,,13,17,4
d3,B1_components,WIN_20240129_10_21_40_Pro_jpg.rf.6c32a9234b28b53e1834b4d29aad0127.jpg,,13,17,4
d3,B1_components,WIN_20240127_13_45_20_Pro_jpg.rf.6d9ee628a7a4bd98283f5abdb85bfd67.jpg,,4,20,16
d3,B1_components,WIN_20240126_14_03_11_Pro_jpg.rf.6d67b04c02ddbab1e6562fb099fc97d4.jpg,,11,14,3
d3,B1_components,WIN_20240129_18_35_52_Pro_jpg.rf.6ea1cbccd58663b871c1480b39bfae61.jpg,,14,18,4
d3,B1_components,WIN_20240129_11_37_45_Pro_jpg.rf.6ff969519c47d1bde3d488f0b1cadd5b.jpg,,14,16,2
d3,B1_components,WIN_20240126_13_54_02_Pro_jpg.rf.6f729ff0362bd5b3cb427db50c3fccb5.jpg,,12,13,1
d3,B1_components,WIN_20240129_10_45_20_Pro_jpg.rf.72ccb4185601876108af1766721936a5.jpg,,15,15,0
d3,B1_components,WIN_20240126_11_22_27_Pro_jpg.rf.71b7c193b718365e6004e7cba637c6c6.jpg,,11,16,5
d3,B1_components,WIN_20240202_12_51_02_Pro_jpg.rf.720f9aaf5401445d610b3bcf4776d308.jpg,,14,18,4
d3,B1_components,WIN_20240130_16_06_23_Pro_jpg.rf.737690dd5415723f9388f64449ca3f17.jpg,,16,19,3
d3,B1_components,WIN_20240129_11_29_04_Pro_jpg.rf.731d514f69eb277dcbdd541921c1c04e.jpg,,19,21,2
d3,B1_components,WIN_20240126_12_12_16_Pro_jpg.rf.6e297730ed0e8e8706788711537def03.jpg,,12,15,3
d3,B1_components,WIN_20240129_10_50_14_Pro_jpg.rf.761a9d9043521638e850f9eabaa88653.jpg,,17,19,2
d3,B1_components,WIN_20240126_14_41_41_Pro_jpg.rf.738b78acacb5e4965aa74ba60b5ee260.jpg,,17,21,4
d3,B1_components,WIN_20240129_18_01_54_Pro_jpg.rf.743f6b905ee4597000cc958e76836e24.jpg,,14,17,3
d3,B1_components,WIN_20240129_16_48_26_Pro_jpg.rf.73d300bcc5afff6f04f103e45e0b5e93.jpg,,16,18,2
d3,B1_components,WIN_20240126_12_04_05_Pro_jpg.rf.77e7b86dbfe74d78a204d3ba15f635aa.jpg,,15,19,4
d3,B1_components,WIN_20240202_13_47_26_Pro_jpg.rf.7869c01c82a3f49651d3ca42e66a625b.jpg,,14,15,1
d3,B1_components,WIN_20240129_17_55_09_Pro_jpg.rf.7af7552d55eae0a943ad6dec82e871c4.jpg,,13,19,6
d3,B1_components,WIN_20240126_14_29_56_Pro_jpg.rf.7a59c25384e339f0c519b90ec0447d1e.jpg,,16,21,5
d3,B1_components,WIN_20240202_12_33_33_Pro_jpg.rf.774a3545faf7d690232c653f94e3b103.jpg,,15,18,3
d3,B1_components,WIN_20240126_14_12_57_Pro_jpg.rf.737dc38cba73a724fdf0e5c8f1e8d268.jpg,,14,16,2
d3,B1_components,WIN_20240129_17_45_55_Pro_jpg.rf.7ae2c5e2a4608c2f3b24a38866b89ee8.jpg,,15,22,7
d3,B1_components,WIN_20240126_12_06_49_Pro_jpg.rf.793cb0e02d0290da970bb97190e1cf41.jpg,,15,19,4
d3,B1_components,WIN_20240126_11_49_04_Pro_jpg.rf.7b02f6b55565d30186042ff7ef580fb7.jpg,,12,15,3
d3,B1_components,WIN_20240129_10_52_11_Pro_jpg.rf.6f5d079a69e2e7cb6661f4567980ecd2.jpg,,17,20,3
d3,B1_components,WIN_20240129_16_45_39_Pro_jpg.rf.7821a8d2d9eb33fc8d11afaffbf6c755.jpg,,12,15,3
d3,B1_components,WIN_20240129_17_01_04_Pro_jpg.rf.7ab9b7f6828be528aa0cfa14fbcf6aa9.jpg,,13,18,5
d3,B1_components,WIN_20240129_11_31_32_Pro_jpg.rf.7b98789b41531d6af0c80658ca9ca69a.jpg,,16,22,6
d3,B1_components,WIN_20240129_16_54_05_Pro_jpg.rf.7c29fb4b8fd31bb99e07e1791ac0dfca.jpg,,15,14,-1
d3,B1_components,WIN_20240130_16_10_59_Pro_jpg.rf.7b468dce85f0aa237216d3c66882da7e.jpg,,15,19,4
d3,B1_components,WIN_20240131_11_32_18_Pro_jpg.rf.7bc207ba8375da73941e0b495ec4a5e5.jpg,,13,16,3
d3,B1_components,WIN_20240202_12_50_22_Pro_jpg.rf.7b04f3c6c3cf469bf9cfab26e2a54db2.jpg,,15,16,1
d3,B1_components,WIN_20240129_10_37_35_Pro_jpg.rf.7c8b4ed172d31f5e143fa7509b29e467.jpg,,15,16,1
d3,B1_components,WIN_20240129_18_08_29_Pro_jpg.rf.81535be7d8673299ce8db2022dc51c2a.jpg,,13,7,-6
d3,B1_components,WIN_20240126_14_00_50_Pro_jpg.rf.81a913a5be7e3f7960b009d5b9948fa3.jpg,,13,14,1
d3,B1_components,WIN_20240201_15_06_57_Pro_jpg.rf.7c93328e926f5e91be13ac044ef7ae3c.jpg,,16,19,3
d3,B1_components,WIN_20240129_11_36_48_Pro_jpg.rf.8283fc504b440770706462179c2daca9.jpg,,14,15,1
d3,B1_components,WIN_20240130_16_58_10_Pro_jpg.rf.83b2b96fc5c37c5e051aafa9a6698b0e.jpg,,12,13,1
d3,B1_components,WIN_20240129_17_01_42_Pro_jpg.rf.7c55929ec48ba852b9474d1b760b8546.jpg,,15,16,1
d3,B1_components,WIN_20240127_13_59_46_Pro_jpg.rf.7c324a48a7c23af504b4e4b68515470b.jpg,,16,19,3
d3,B1_components,WIN_20240126_13_55_58_Pro_jpg.rf.7e2da0db4aad3f3e6d8cf8c4bad7251d.jpg,,12,18,6
d3,B1_components,WIN_20240126_11_28_09_Pro_jpg.rf.84a0724a1a2fab5f7dd80af0bcb30f49.jpg,,11,14,3
d3,B1_components,WIN_20240129_17_47_45_Pro_jpg.rf.7f0ec642b6b859d9e2aa952d411c136a.jpg,,15,17,2
d3,B1_components,WIN_20240127_13_43_57_Pro_jpg.rf.7f0f8a10231dec2c4a87a597e267b03b.jpg,,12,17,5
d3,B1_components,WIN_20240129_16_58_25_Pro_jpg.rf.7ce4e0013add42ee1befb9a9d04cab3f.jpg,,13,13,0
d3,B1_components,WIN_20240129_10_20_54_Pro_jpg.rf.84d880d9c0e5b608f68e43d0e4c01c5b.jpg,,13,17,4
d3,B1_components,WIN_20240202_13_10_51_Pro_jpg.rf.8552b709865648e0d2707f04c40a16bd.jpg,,14,15,1
d3,B1_components,WIN_20240202_13_39_53_Pro_jpg.rf.88191dfb280c238481a423d1be62dc9a.jpg,,19,20,1
d3,B1_components,WIN_20240129_16_47_59_Pro_jpg.rf.85a5e39b4421512ed2d80f2704cf4dfa.jpg,,15,18,3
d3,B1_components,WIN_20240126_14_17_43_Pro_jpg.rf.8967172f1b064fcc9399a3f546920dc2.jpg,,13,17,4
d3,B1_components,WIN_20240130_16_16_50_Pro_jpg.rf.889f595ed769b0a344cd1d07340ac4c5.jpg,,13,19,6
d3,B1_components,WIN_20240129_16_46_18_Pro_jpg.rf.8597544e98d3575144abaa60e968b790.jpg,,15,14,-1
d3,B1_components,WIN_20240126_11_16_25_Pro_jpg.rf.86c48a92f863237fa98c015e93960cf5.jpg,,11,12,1
d3,B1_components,WIN_20240126_11_27_31_Pro_jpg.rf.8b5eb28e7cd63da56b3a9befcf6852b0.jpg,,13,15,2
d3,B1_components,WIN_20240129_17_49_12_Pro_jpg.rf.89ff58d4cc1d7c1a2d30c20b34b4d17a.jpg,,18,20,2
d3,B1_components,WIN_20240129_16_42_57_Pro_jpg.rf.879444b9bb20302d551711a97aeb640c.jpg,,15,22,7
d3,B1_components,WIN_20240202_12_18_39_Pro_jpg.rf.8caa0610e3682f33d55cf434b9a19796.jpg,,17,21,4
d3,B1_components,WIN_20240129_11_21_08_Pro_jpg.rf.8c1b9d86b1e16604d809442e66cd47f3.jpg,,15,17,2
d3,B1_components,WIN_20240127_13_58_25_Pro_jpg.rf.8f86838e002a11ec51bd8e69222acdc9.jpg,,14,16,2
d3,B1_components,WIN_20240129_11_12_54_Pro_jpg.rf.8e84120daa6e1842e71a340bff254cd8.jpg,,17,18,1
d3,B1_components,WIN_20240202_13_12_37_Pro_jpg.rf.8ff83acf9f75125234a0f60756ff0bc0.jpg,,13,17,4
d3,B1_components,WIN_20240129_18_16_21_Pro_jpg.rf.8df51bbb632941b24cc917221e53fe3a.jpg,,17,20,3
d3,B1_components,WIN_20240129_11_17_15_Pro_jpg.rf.906dac8ffb96dc0ef4108cff45389360.jpg,,15,18,3
d3,B1_components,WIN_20240130_15_48_39_Pro_jpg.rf.90153f9ee9d570368a71a58a6be1fcce.jpg,,16,20,4
d3,B1_components,WIN_20240202_13_42_14_Pro_jpg.rf.8d96e8faac5a69e37d5c4d629c6aad2b.jpg,,14,18,4
d3,B1_components,WIN_20240126_12_14_37_Pro_jpg.rf.8e3c0786ac8fc1621f2c6ceba00205e5.jpg,,17,19,2
d3,B1_components,WIN_20240126_11_13_58_Pro_jpg.rf.8c256cf9cf05e964fbef3144e0771b05.jpg,,10,12,2
d3,B1_components,WIN_20240126_14_53_37_Pro_jpg.rf.925d096c1d52e48badbb7bcfaf0efc6a.jpg,,10,10,0
d3,B1_components,WIN_20240202_12_11_42_Pro_jpg.rf.91e9b50438d5b44e7f9a511dedc2265b.jpg,,14,16,2
d3,B1_components,WIN_20240202_11_52_45_Pro_jpg.rf.94b2a11fef5edea0c7eca6376a5f2320.jpg,,14,17,3
d3,B1_components,WIN_20240129_11_02_40_Pro_jpg.rf.945405099d1075d5ad07194e63a41226.jpg,,16,17,1
d3,B1_components,WIN_20240129_11_34_07_Pro_jpg.rf.9314a5ff2d7c8da364ffd04fad4270dd.jpg,,14,16,2
d3,B1_components,WIN_20240129_16_46_59_Pro_jpg.rf.95d5fd8bb1cd94b6e8e759df8e0c5c6f.jpg,,16,22,6
d3,B1_components,WIN_20240202_13_04_14_Pro_jpg.rf.958b2b67defb8a839cfaf1b85abca176.jpg,,12,13,1
d3,B1_components,WIN_20240130_16_19_13_Pro_jpg.rf.9509b479d37b1342167890edc986f562.jpg,,16,19,3
d3,B1_components,WIN_20240202_13_45_31_Pro_jpg.rf.95a90d7f96a4fb4eaf24ac5b131fd450.jpg,,16,19,3
d3,B1_components,WIN_20240126_11_49_48_Pro_jpg.rf.96f75124cbd7b05d90759f1ec9f7e60d.jpg,,13,17,4
d3,B1_components,WIN_20240202_13_15_41_Pro_jpg.rf.95936b9b306a1a2730decb1440d81881.jpg,,19,20,1
d3,B1_components,WIN_20240129_10_57_23_Pro_jpg.rf.9690bde24b36ecc771f794939418f407.jpg,,18,24,6
d3,B1_components,WIN_20240201_15_10_08_Pro_jpg.rf.954ee9faae9a7cb53750b1bf34096f73.jpg,,15,19,4
d3,B1_components,WIN_20240129_18_09_38_Pro_jpg.rf.95e883b4e9b091fc757dbc0752965133.jpg,,14,17,3
d3,B1_components,WIN_20240129_18_34_06_Pro_jpg.rf.994216dfa3f1be74fea80165746f75d8.jpg,,18,25,7
d3,B1_components,WIN_20240202_12_49_52_Pro_jpg.rf.9c4c5a6249fa1c5e684985b086164401.jpg,,13,15,2
d3,B1_components,WIN_20240201_15_08_44_Pro_jpg.rf.9a9b13f998e4e65e63428a3776171592.jpg,,12,16,4
d3,B1_components,WIN_20240127_13_54_57_Pro_jpg.rf.984207e9047767b064babf8ca3f319ad.jpg,,15,17,2
d3,B1_components,WIN_20240131_10_55_47_Pro_jpg.rf.9d28fa84b9e7667e52a8aed10b9da49d.jpg,,14,17,3
d3,B1_components,WIN_20240126_12_12_57_Pro_jpg.rf.9cb05b39df8e8ff5e3c07a344f698d94.jpg,,16,22,6
